Tag	p.value	HR	Low 95%CI	High 95%CI
NOP56	0.407527203880585	1.10106465250433	0.876733640032315	1.38279554204147
NUCB2	0.000669672589914005	0.68488932431319	0.550693034374388	0.851787397476467
TXNIP	0.141698137469821	1.19062512944439	0.943428300400602	1.50259240502168
BCL6	0.173601857106165	1.16355745130956	0.935465853717089	1.44726388153923
NME2	0.54427730494113	0.933313648967713	0.746700067586567	1.16656527186994
CTSH	0.271735074822267	1.13509330858454	0.905512933332073	1.42288063678147
PLBD1	0.604998428432157	1.05727238605222	0.856118054651639	1.30569013494687
RGS2	0.281939898528483	1.13175384139288	0.903313873898343	1.41796422541351
HSPE1	0.355248020897333	1.10381659888177	0.895262066501894	1.36095466294879
PLIN2	0.493416845428904	0.920409872608213	0.725946936537506	1.16696454101077
CDCA7L	0.0859293108954704	0.832747192631347	0.675760804747431	1.02620318012462
SNRPE	0.808772647258516	1.02677445439488	0.828976128973561	1.2717685628696
SNRPD1	0.838970883009347	0.97757311992489	0.785486305892746	1.2166338198774
PRTN3	0.475908597824092	0.926772304158166	0.751921325566823	1.14228294177873
NUCKS1	0.658146869653855	1.05177978539975	0.841022048337985	1.31535281288009
NA.8	NA	NA	NA	NA
COTL1	0.0041986895113106	1.37598942565854	1.10590024769609	1.71204130161695
PCNA	0.0667444025801058	1.26005492399994	0.98416828210023	1.61327939578406
CCT2	0.662465090340833	0.954881717968791	0.776107876181905	1.17483551358435
FABP5	0.0301689566389426	1.28828118433849	1.02459012200918	1.61983643436465
SCPEP1	0.202054564280784	1.15905884833069	0.923881840021633	1.4541008987277
ARL4A	0.965651850264466	0.99511667080004	0.796361171123405	1.24347748786801
MCM3	0.0576001315522845	1.2838332318878	0.991974560819579	1.66156253637966
NA.9	NA	NA	NA	NA
MPO	0.000367184217969433	0.688889422981519	0.56118722112577	0.845651182405403
KCTD12	0.0425193139718148	1.24878906517992	1.00752421763621	1.5478279350661
CDCA7	0.313076643713502	0.896043339436472	0.72395151537425	1.10904342224272
NA.10	NA	NA	NA	NA
CCT6A	0.445024244471306	0.92400566333204	0.754372825848711	1.13178316690971
TYMP	0.0845618980275745	1.20939798198834	0.97441233344083	1.50105189419411
MYADM	0.121079043528915	1.19663659768851	0.953665530536587	1.50151085582577
CENPU	0.349603151593139	0.898884468092445	0.71894287150929	1.12386299245391
IGSF6	0.238807505799627	1.13485614954897	0.919449352869524	1.4007280293903
GRN	0.600685549164324	1.05906475453137	0.854276388572122	1.31294528245748
CBX5	0.700350752984366	1.04874441097783	0.823004880727376	1.33640135716469
PARP1	0.0287595263721334	1.32435250393531	1.02956494928668	1.70354435229645
DHFR	0.295347754159305	1.14070195423502	0.891439614887488	1.45966246806277
RHOB	0.942130113611193	1.00837948460824	0.804967067925534	1.2631935211949
TUBA1B	0.0846341929459685	1.21733072204205	0.973493604249002	1.52224326935422
SPINK2	0.00117387137473896	1.55164749457173	1.19003699465387	2.02313874125485
CFD	0.0948294072966602	0.850398671760098	0.703149908049931	1.02848324752961
PRIM1	0.839514608406695	1.02344675215215	0.817809715998223	1.28079091505078
MEGF9	0.274696309352011	1.12426616973462	0.911157068662354	1.38721902499792
CDC42EP3	0.00195539490371618	1.46410293325012	1.15023240728281	1.86362111307176
CTSD	0.00175789314543277	1.39896976045029	1.13359265088506	1.72647237005843
AP1S2	0.0416705571404373	1.25119710388096	1.00848928887055	1.55231613269128
CLEC2D	0.747367792116498	0.963564361203101	0.768775200356017	1.2077084143073
GPR183	0.705056642484947	1.04470570869962	0.832989503719598	1.31023261747722
ACTB	0.0375453392468172	1.25981530210499	1.01339524169829	1.56615556311286
CCT4	0.947744522115684	0.993061888522695	0.806403976027141	1.22292541177038
NA.11	NA	NA	NA	NA
SET	0.878773690764815	1.01680544139104	0.820785860254958	1.25963829995958
IFNGR1	0.00912563310241285	1.33374012802477	1.0741201902174	1.65611143455323
PTPRE	0.384430095337408	1.10247886775158	0.884893726757923	1.37356568035805
DMXL2	0.336345784319814	0.899309307588372	0.724346890333822	1.11653303342319
CR1	0.344618934541535	0.899708179475246	0.722627957599757	1.12018196874554
CD55	0.641079474118858	0.948554979241776	0.759675851266876	1.18439535381293
LGALS2	0.017653433536643	1.29794164364326	1.04641806735588	1.60992299622673
NA.12	NA	NA	NA	NA
CXCR4	0.37455948480488	1.10914131097067	0.882448649865091	1.39406915959336
NOP58	0.951039561290841	0.993215353046828	0.799222998077601	1.23429473363597
MCM6	0.235150956715577	1.15572285507556	0.910096016670017	1.46764219739278
FPR1	0.0907834404535376	1.21349741366495	0.969726349893856	1.51854796266256
LRPPRC	0.856153404908758	1.02061742734068	0.818529619675544	1.27259894810454
ITGAX	0.000151996812551044	1.5683831595254	1.24255817419225	1.97964633461282
MYB	0.000224252764332631	0.687448504191404	0.563364425079866	0.838862776697342
NHP2	0.00954345214066284	1.35273413282714	1.07644773034185	1.6999335708892
SPN	0.246235595043672	0.872353242751447	0.69254046891949	1.09885301190599
PRKDC	0.462980579088007	1.0960025231186	0.858019501341487	1.39999327381751
AOAH	0.254094631964605	0.876995533155115	0.69989714944563	1.09890598323372
IPO5	0.605361175674108	1.06069462544928	0.848244991121812	1.3263539428262
HSP90AA1	0.41279633977333	1.09839329300832	0.877439912193819	1.37498626328632
NA.13	NA	NA	NA	NA
EIF1	0.568790375248087	1.06759497526142	0.852513523321539	1.33693953236394
CEBPD	0.849074805607249	0.97899871308308	0.786762391146427	1.2182057645406
APLP2	0.53187968386009	1.06921929521688	0.866832763262076	1.31885866538069
NA.14	NA	NA	NA	NA
MCM7	0.735804168235943	0.961477501855679	0.765308451123189	1.20792993363382
CALR	0.00554872241300976	0.729972435143755	0.584389364464077	0.911823158449111
DDX1	0.386166119277547	1.10926426975176	0.877363512887781	1.40245998616686
FBL	0.432899499696711	1.09148383909036	0.877010565957442	1.35840663412628
FGD2	0.00511383573811968	1.37459909293384	1.10013705814935	1.71753387661814
TMEM170B	0.440384937144666	0.907389339354259	0.708885772608202	1.16147825924675
HCK	0.00169394073929933	1.45947141928233	1.15260560927929	1.84803614224459
GCSH	0.175150324523042	0.856455278542416	0.684580363804763	1.07148215596841
GYPC	0.162388554000993	0.853828498072197	0.684054530472323	1.06573828787721
SMARCC1	0.0788590287878315	0.820743047074964	0.658449777497283	1.02303800888546
HK3	0.0322281210840933	1.27116746442364	1.02055502611351	1.58332150767292
DNAJC9	0.0212381456368958	1.33520101499894	1.04408048139497	1.70749456792096
NA.15	NA	NA	NA	NA
NA.16	NA	NA	NA	NA
FBXL5	0.760517752179095	0.966619977497969	0.777044350518387	1.20244639868347
TNFAIP3	0.704183296724974	1.04622494135814	0.828547590513991	1.32109083467471
EVI2A	0.967832285714305	0.995485106356702	0.798953238306152	1.24036119946018
SUPT16H	0.454069737124968	1.09380153401534	0.864962343513263	1.38318367821057
GNL3	0.822299181587941	1.02687501546268	0.814713201417589	1.29428649928185
HMGN5	0.267809459796982	1.13780054406255	0.905525000249151	1.42965691473217
NOLC1	0.42778078537122	1.09587607060793	0.873951177694381	1.37415497888492
IER3	0.0729464228891841	1.21306534725461	0.982193799711487	1.49820487274732
MLEC	0.195598201579519	0.870880134280702	0.70636587039043	1.07371015514321
SLC11A1	0.0708680475417368	1.21973847334752	0.983246333529601	1.51311211914054
YBX1	0.414941250886242	1.08936265881423	0.886753338383653	1.33826505190486
NA.17	NA	NA	NA	NA
LSM7	0.452473236858349	1.08364906346267	0.87876383555591	1.33630361791192
CCNL1	0.0594058658549817	0.80191469471892	0.637460144418551	1.00879589608336
NA.18	NA	NA	NA	NA
IRS2	0.347869375986859	0.90192991082754	0.72707390058707	1.11883752585334
YEATS4	0.503765359538682	1.07592841703896	0.868178351757921	1.33339187305
DKC1	0.548141891010673	1.07084029060006	0.85647402574137	1.33886013295012
CCPG1	0.657085013585365	0.950488434122154	0.759598247471381	1.18935011554779
DUSP6	0.27174740982341	1.13727590165075	0.904146116399823	1.43051709565003
DDX5	0.829319281136282	0.975570979229869	0.779116844180491	1.2215609797483
NA.19	NA	NA	NA	NA
NAA38	0.000440907824091763	1.45268707869869	1.17957896291062	1.78902796249516
APOC1	0.529794521107248	1.07301873158375	0.861254860752991	1.33685074046834
UQCRH	0.083918082727709	1.20021410213282	0.97584488505486	1.47617097042785
CCND2	0.00742125897508986	0.758324662673383	0.61930117241436	0.928556766293255
NA.20	NA	NA	NA	NA
SLC2A3	0.389112841235423	0.91292171076118	0.741974476552677	1.12325433868203
EIF5A	0.0779042535083316	1.20551209233782	0.979332788263172	1.48392806019498
NA.21	NA	NA	NA	NA
PLAUR	0.835704766873846	1.02290587450283	0.825815011208664	1.26703488540487
EBNA1BP2	0.10411586466986	1.2034784232127	0.962569730349298	1.5046809280123
PM20D2	0.995973331717187	1.00056049785265	0.804884401405598	1.24380756803691
NCF1	0.0786642149298953	1.21535630404683	0.97790194623883	1.51046937933553
CFP	0.27468421894591	1.12607836749181	0.909997017815261	1.39346884100499
STX11	0.0326309136169503	1.26504260153718	1.01962620560966	1.56952888705629
EMB	0.148893078896757	1.20004840662822	0.936828833159299	1.53722443980976
ITGAM	0.00868702296535394	1.35319020423349	1.07956032812959	1.69617545321067
NDUFB6	0.260454195828079	1.13625915969326	0.909604402595168	1.41939163256387
MSH2	0.762427421104512	0.965731542891335	0.770320001215969	1.21071426350489
EEF2	0.638496042018644	1.05330965642293	0.848114879419156	1.30814970853195
NA.22	NA	NA	NA	NA
CDC42	0.241649133015187	1.14255128540002	0.914104287703221	1.42809027080406
LRRK2	0.628655408097026	1.05315928353158	0.853753617302117	1.29913883116968
TMEM70	0.0126143830818854	1.36405773425037	1.06878822643848	1.74090007387945
RBMX	0.557223137021846	0.938716997635561	0.76001965211382	1.15943002157786
CA1	0.278876785407288	0.8735099677659	0.683851825497758	1.11576753228816
SSRP1	0.0514633524892954	1.27528697556587	0.998456929610236	1.62887033162545
SNRPF	0.221169104112811	1.13685419053744	0.925686779024471	1.39619305344791
TREM1	0.308720219001947	1.12739277895705	0.894964016422454	1.42018500713054
NA.23	NA	NA	NA	NA
ID2	0.0758388176737646	1.22564863246267	0.979064908800031	1.53433603508347
FCGR2A	0.894515855390495	1.01528129468233	0.811385378278589	1.27041494082471
NA.24	NA	NA	NA	NA
ABCE1	0.973966424004792	1.00370077537742	0.803996611367057	1.25300931900733
HBD	0.335316834877233	0.895830431011721	0.716207543609787	1.12050224587397
ITM2B	0.510444546589987	1.0791544916206	0.86012244404853	1.35396352559219
ERH	0.190780064013834	1.13772375296157	0.937748679595946	1.3803435464294
PILRA	0.842499829593472	1.02286234156698	0.818426279183574	1.27836482821589
CHEK1	0.688280340573039	1.04938801363355	0.829192469134294	1.32805741025056
NA.25	NA	NA	NA	NA
THBS1	0.00201084116772967	1.38187064373894	1.12546073416314	1.6966975551105
CENPF	0.121879297899131	0.838251436414173	0.670331434850316	1.04823589364764
MRPL1	0.966673051684702	1.0045570939689	0.811605149486097	1.24338165631677
HLA-E	0.00648868180025171	1.41970649714393	1.10308489747794	1.82720889628806
NA.26	NA	NA	NA	NA
CDKN1A	0.0656864435349648	1.26193625211814	0.985020286953764	1.61670081875656
TRIB1	0.0622610426629379	1.24441191784743	0.988858431556028	1.56600881568453
GGCT	0.468855538617344	1.08695292185996	0.867420769910946	1.36204561306642
RNASEH2B	0.000143755576416964	0.612113692949458	0.475259801035659	0.788375478590312
CD36	0.0813286456619461	1.22099784674472	0.975455703883483	1.52834796682199
ILF3	0.71770496622004	0.962226453237438	0.780940321908065	1.18559603254664
AKAP13	0.227167527636724	1.15376974124289	0.914756633534472	1.45523362936895
METAP2	0.404604913152511	1.09541120510436	0.884104570091539	1.35722147454112
MSH6	0.645760905025093	0.94875091745313	0.758106725532686	1.18733718228878
CES1	0.338931962770318	1.11346855044647	0.893321792937501	1.38786742093967
CKS1B	0.153231995450109	1.17575358129069	0.941498337107557	1.46829413227094
SAMSN1	0.578648974079163	1.06970754831617	0.843302379954175	1.35689672663649
CD300E	0.0537897183965425	1.23207405033356	0.996603674932448	1.52317967883094
TNFSF10	0.658330851066336	1.05249676681853	0.838949462672562	1.32040068377255
ANP32B	0.0805396331897826	1.22206240157147	0.975920839735324	1.53028447854404
SQSTM1	0.0831175689046301	1.20703167907213	0.975643299947906	1.4932972679272
NPC2	0.151648085624251	1.17288659105917	0.943149778561794	1.45858376554375
HNRNPAB	0.0032321943121317	1.4155374147808	1.12323631667399	1.78390436891996
SNRPG	0.119266081145702	1.1809904476885	0.957970981662998	1.45592973506386
MRTO4	0.0630720777740045	1.23334664470947	0.988636649887646	1.53862791369202
GINS2	0.200008771884904	1.18705251837814	0.913220763699532	1.54299347693271
UHRF1	0.231750465774572	0.864856662375803	0.681708015945264	1.0972102849908
SLC25A5	0.0994732005077604	1.20707383938267	0.964924345158459	1.50999118328053
CENPH	0.382007514911222	1.10296124979281	0.88540131263714	1.37397980009895
HELLS	0.227995319864192	1.15161732790088	0.915447399498979	1.44871509892037
SUMO2	0.32457684111578	0.897427014397694	0.72357812542516	1.11304532001646
RRM1	0.332348497954928	1.12282057387518	0.888363407883259	1.41915575307337
SLIRP	0.0264096310538805	1.27645914352426	1.02901716485409	1.58340210517064
BRCA1	0.810028355996176	0.971425387503085	0.766928868702208	1.23044955274977
KLF2	0.0431194903203539	1.27296665163321	1.0074964060071	1.60838697439366
USP1	0.189181562908736	1.16837826079246	0.926188587029344	1.47389827450894
HMGN1	0.441338311436794	0.91552468941159	0.731301607625253	1.14615563289136
PLEK	0.504704274657991	1.07896759327175	0.863037028710498	1.34892365982264
NA.27	NA	NA	NA	NA
HBB	0.0860010632612066	0.821615145711331	0.656531001360665	1.02820955333899
P2RY13	0.0257897927653222	1.27848253768284	1.03013255852477	1.58670608518647
NA.28	NA	NA	NA	NA
SGK1	0.363494936473934	1.11275270667553	0.883740554277779	1.40111097111033
SMC2	0.64772823309802	1.05703024240579	0.833228769161586	1.3409437776431
PLD3	0.0276009552579144	1.27899535721794	1.0275099483696	1.59203239480133
NONO	0.908977837086501	1.01251080298632	0.818146922777226	1.25304892999415
CLEC4E	0.719223603464375	0.959069910747331	0.763657289481051	1.2044867591403
NA.29	NA	NA	NA	NA
MRPL3	0.887995327803823	1.0151622266596	0.823355439062515	1.251651835336
CBX3	0.479533108324152	0.924238776852279	0.742912061293565	1.14982292136976
TOP2A	0.227321908446388	0.867778466727492	0.689317017441267	1.09244287934626
ENOSF1	0.158643080408845	0.860418689065859	0.698121485018264	1.06044626383966
SYNCRIP	0.317623038472055	0.895308618344615	0.720742786148229	1.1121547624027
CDC42SE1	0.0307810267648007	1.27815699507593	1.02297695745302	1.59699130284326
NA.30	NA	NA	NA	NA
BIN2	0.000893298545146745	1.57385381526878	1.20437365730093	2.05668383463919
SCIMP	0.034161180959874	1.2583158946334	1.0173093240246	1.55641834129965
CDC42BPA	0.954123727984129	0.993406784081514	0.792959062074078	1.24452457366202
NREP	0.00120294265948003	0.675499619770135	0.532724696614471	0.856539483169142
FOSB	0.059835373502075	0.828046514716444	0.680322768682819	1.00784666058078
OSTC	0.121537308005297	0.851766369943393	0.695212424433477	1.04357448668693
IDH2	0.187920158525991	1.1569614443805	0.931258167872199	1.43736702663392
SSB	0.506646789688488	1.07826030983848	0.863259704217078	1.3468082549126
CHCHD2	0.0623470540108481	1.23387283178999	0.989217632107398	1.53903662411081
HLA-C	0.131832135474999	1.19161415551243	0.948659037619489	1.49679098528458
NA.31	NA	NA	NA	NA
NA.32	NA	NA	NA	NA
NA.33	NA	NA	NA	NA
EIF5B	0.613522233344316	1.05754163769373	0.851149533958431	1.313980999619
MXD1	0.177261975846116	0.861271052054473	0.693299293459681	1.06993881589778
POLD2	0.5727326750551	1.06594891627393	0.853797089788235	1.33081630951375
RIF1	0.0427829267006063	0.779961655891636	0.613274881748607	0.991953531386588
NAP1L4	0.697245639806052	1.04626673454225	0.833077145456939	1.31401285676765
CMSS1	0.503088410019106	1.08063218356821	0.861204068650834	1.35596887970214
SMC4	0.130110442374304	1.1956516491864	0.948677559856073	1.50692176846583
ZNF146	0.597209560051463	0.942517716103109	0.756704436737737	1.17395855242766
GMNN	0.172826800614032	1.17997243765509	0.930111705691708	1.49695455406643
MYL6	0.0106802701582902	1.33626179116056	1.0696530529347	1.66932218780348
UBE2T	0.419739360703436	1.1005032594498	0.872092332652139	1.38873761265221
SNRPB	0.0437400261380716	1.24127347429008	1.00608590895331	1.53143963578528
SSBP1	0.0710484626791056	0.810912183752828	0.645865358021376	1.01813568662869
CCDC34	0.919250810603866	0.988674709818801	0.793267527648938	1.23221693535384
CACYBP	0.135866607649438	1.20102858640396	0.944068373725257	1.52792923214614
LSM5	0.712500299365476	0.958323045375462	0.764149514189078	1.20183686862943
NOP16	0.581838166850029	1.06465085467709	0.85187512798533	1.33057229296661
SLC31A2	0.222131578983971	0.866942156129849	0.689352419376239	1.09028224308714
KDM5B	0.000420745296930522	0.684725453867043	0.554760060036346	0.84513825155818
NA.34	NA	NA	NA	NA
ACAT1	0.361547838520701	1.11508579578569	0.882440848756497	1.4090647930852
EZH2	0.1693867072171	0.851504875607382	0.67703998187281	1.07092723117695
TYMS	0.791747259839588	1.03239765033924	0.814820333082678	1.30807352879084
MCM2	0.0270261443291786	1.3275895504738	1.03271270992775	1.70666439715894
DTL	0.336383272240996	1.12760547498643	0.88271305027357	1.44043877772659
THEMIS2	0.0419954617276068	1.25000405179519	1.00810908808198	1.54994151721933
CPPED1	0.198073139995285	1.15055195149784	0.929302053591617	1.42447742150069
CKAP4	0.789523462856236	0.970263871631417	0.777368565675392	1.21102398805549
PPM1G	0.0147630965139918	1.3315296659633	1.05776222793579	1.67615292408415
MLC1	0.455573419602592	0.92192255245955	0.744655787402483	1.14138801727212
CLNS1A	0.54590424841221	0.930044275041934	0.734993148943229	1.17685770919354
BASP1	0.0741745634088891	1.22870163743948	0.980081021458838	1.54039072361516
WDHD1	0.798083625526515	1.03106886094902	0.81561917202556	1.3034306113459
XRCC5	0.338602292965877	1.11895829057935	0.888862030934297	1.40861867475674
TPX2	0.717127170758497	1.04258819437558	0.832006536316424	1.30646827351117
HMGN2	0.820140456924649	1.02599431276963	0.822377770565258	1.28002527246338
MIS18A	0.175737708726353	1.16895448322258	0.9325192773204	1.46533655344122
NA.35	NA	NA	NA	NA
MAD2L1	0.955296996887452	1.00640376453156	0.805086521048726	1.25806172477455
SRSF3	0.419715102391423	0.915410332147824	0.738553961011501	1.13461726622564
PDK4	0.0528880889873788	1.24353118694216	0.997286848384523	1.55057676274655
SNRPD3	0.161221217469832	1.17518233750156	0.93762263426691	1.4729310875216
MTHFD1	0.117889677942106	1.2043456090791	0.953972935688872	1.52042924054311
SLC8A1	0.007315281395102	1.3108329872734	1.07559818627268	1.59751396241988
SIVA1	0.586609405022299	1.05867175308079	0.862004096523514	1.30020945989853
MCM5	0.00171669852631396	1.45398458454428	1.15064031261385	1.83729976163445
VDAC1	0.53327078766039	1.07294071305989	0.859780175755077	1.33894896184418
WDR43	0.87131954748932	0.981985343213595	0.788091825479445	1.22358230742932
RPA3	0.869690628613689	0.981221832192832	0.782362290898038	1.23062715978643
TFAM	0.920615077128817	1.01125901776588	0.811399719028795	1.26034650620395
YWHAE	0.11805866565983	1.19386109915602	0.955991459904977	1.49091742327875
TLN1	0.00324556948730005	1.43330967324657	1.12781553212827	1.82155375670826
HNRNPA2B1	0.0784387004845305	0.825667070281994	0.667034133833116	1.02202582502114
AHSP	0.0352984739641483	0.776353078950395	0.613323423379755	0.982718220469081
CSE1L	0.810528827027464	1.02757680342001	0.822677468237876	1.28350918518357
HNRNPA1L2	0.585781710061055	0.942539846793104	0.761847012658836	1.16608892340777
RBM47	0.0519879785349023	1.237914639941	0.998164129136885	1.53525117868677
CFLAR	0.930166889602039	1.00989898555868	0.810217091359614	1.25879344179344
NA.36	NA	NA	NA	NA
NDUFS5	0.422593871646229	1.09413179597614	0.878174984594669	1.36319572746485
EIF1AX	0.75397597925625	1.03677025940371	0.82719194766963	1.29944757539315
TK1	0.0298164425261111	1.31015515746742	1.02678304489561	1.67173245134076
C19orf48	0.16495096217907	1.19070607577107	0.930700069994109	1.52334893333265
HLA-A	0.341944994803202	1.10754154901132	0.89716365896777	1.36725141564217
NA.37	NA	NA	NA	NA
