"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0031577","GO:0031577","spindle checkpoint signaling",41,-0.749369505639357,-2.78607224646617,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=63%, list=11%, signal=57%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0061982","GO:0061982","meiosis I cell cycle process",69,-0.67451497380851,-2.78414593969417,1e-10,7.58305084745763e-09,6.45495093666369e-09,767,"tags=43%, list=8%, signal=40%","TDRD9/ING2/RAD51D/NDC1/CDC25B/MYBL1/NDC80/RAD51C/FANCD2/CDC25C/RAD54B/RAD54L/DMC1/MND1/CCNB2/RAD51/PLK1/EME1/CENPS/CCNE2/BRIP1/RAD51AP1/TRIP13/CDC25A/PTTG1/PTTG2/ESPL1/TOP2A/CDC20/PTTG3P"
"GO:0000070","GO:0000070","mitotic sister chromatid segregation",148,-0.591980878534951,-2.78130364350091,1e-10,7.58305084745763e-09,6.45495093666369e-09,1298,"tags=45%, list=14%, signal=39%","KIF2A/RAN/MAD2L2/SMC3/KIF22/NCAPH2/CHEK2/MIS12/NCAPD3/GEN1/CDK5RAP2/HASPIN/KIF23/DSN1/AURKB/RACGAP1/ANAPC15/INCENP/ZWILCH/CDCA8/SMC1A/BUB1B/KNTC1/NDC80/TTK/KIF18A/PRC1/NCAPD2/NCAPG/KIFC1/KIF2C/SPC24/CENPK/MYBL2/CDCA5/SMC2/MAD2L1/CENPI/NEK2/KIF18B/PLK1/NCAPG2/SPAG5/UBE2C/TPX2/KIF14/ZWINT/KNL1/NCAPH/SPDL1/NUSAP1/CCNB1/TRIP13/NUF2/KIF11/ESPL1/BUB1/KIF4A/CDK1/KIF4B/BIRC5/CENPE/CENPF/CDC20/SPC25/DLGAP5"
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling",40,-0.751213733998652,-2.77609246364306,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=65%, list=11%, signal=58%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling",40,-0.751213733998652,-2.77609246364306,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=65%, list=11%, signal=58%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling",40,-0.751213733998652,-2.77609246364306,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=65%, list=11%, signal=58%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation",48,-0.720792838873635,-2.75436895286045,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=56%, list=11%, signal=50%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/CDK1/BIRC5/CENPF/CDC20/SPC25"
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division",46,-0.726949039129963,-2.75103356276302,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=59%, list=11%, signal=52%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/CHEK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition",75,-0.656373572416307,-2.73902638757435,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=45%, list=11%, signal=41%","GEN1/CDK5RAP2/HASPIN/PHF10/AURKB/ANAPC15/INCENP/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/CDC6/MAD2L1/PLK1/UBE2C/ZWINT/BCL7A/KNL1/SPDL1/CCNB1/TRIP13/NUF2/ESPL1/BUB1/BIRC5/CENPE/CENPF/CDC20/SPC25/DLGAP5"
"GO:0006261","GO:0006261","DNA-templated DNA replication",132,-0.593651992849193,-2.73809490367173,1e-10,7.58305084745763e-09,6.45495093666369e-09,1591,"tags=64%, list=17%, signal=54%","BOD1L1/FAM111A/FBXO5/BLM/RFWD3/ATR/DNA2/RFC2/POLE4/GINS3/BARD1/EXD2/MCMBP/DBF4/CDT1/SSBP1/RFC1/POLE3/PARP1/CENPX/THOC1/RECQL/DONSON/DSCC1/BRCA2/CCNE1/CHRAC1/TONSL/WRN/TOPBP1/GEN1/ZMPSTE24/PRIM2/RFC4/ATAD5/TRAIP/POLA2/LIG1/MCM5/MMS22L/POLD2/ORC6/CDK2/POLE/CDC7/WDHD1/RECQL4/POLA1/MCM7/GINS4/DDX11/TK1/PRIM1/MCM2/RFC5/NUCKS1/GINS2/POLE2/RBBP8/MCM10/MCM3/MCM4/CHTF18/RRM1/CDC6/TIPIN/CDC45/ALYREF/TIMELESS/RFC3/BRCA1/MCM8/RAD51/EME1/CENPS/CCNE2/PCNA/E2F8/POLQ/GMNN/ORC1/FEN1/MCM6/GINS1/E2F7"
"GO:0033045","GO:0033045","regulation of sister chromatid segregation",86,-0.643660485110648,-2.73719194650892,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=42%, list=11%, signal=38%","GEN1/CDK5RAP2/HASPIN/PHF10/AURKB/ANAPC15/INCENP/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/CDC6/MAD2L1/PLK1/UBE2C/ZWINT/BCL7A/KNL1/SPDL1/RMI2/CCNB1/TRIP13/NUF2/ESPL1/BUB1/CDK1/BIRC5/CENPE/CENPF/CDC20/SPC25/DLGAP5"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",76,-0.655290370641503,-2.73555123803951,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=45%, list=11%, signal=40%","GEN1/CDK5RAP2/HASPIN/PHF10/AURKB/ANAPC15/INCENP/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/CDC6/MAD2L1/PLK1/UBE2C/ZWINT/BCL7A/KNL1/SPDL1/CCNB1/TRIP13/NUF2/ESPL1/BUB1/BIRC5/CENPE/CENPF/CDC20/SPC25/DLGAP5"
"GO:0051985","GO:0051985","negative regulation of chromosome segregation",43,-0.731607345941679,-2.73315161926999,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=60%, list=11%, signal=54%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",43,-0.731607345941679,-2.73315161926999,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=60%, list=11%, signal=54%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:1905819","GO:1905819","negative regulation of chromosome separation",43,-0.731607345941679,-2.73315161926999,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=60%, list=11%, signal=54%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0000819","GO:0000819","sister chromatid segregation",180,-0.566939733404681,-2.72779713487141,1e-10,7.58305084745763e-09,6.45495093666369e-09,1298,"tags=41%, list=14%, signal=36%","KIF2A/RAN/SMARCB1/MAD2L2/SMC3/KIF22/NCAPH2/CHEK2/MIS12/NCAPD3/GEN1/CDK5RAP2/HASPIN/PHF10/KIF23/DSN1/AURKB/RACGAP1/ANAPC15/INCENP/ZWILCH/ACTL6A/CDCA8/SMC1A/BUB1B/KNTC1/NDC80/TTK/KIF18A/PRC1/NCAPD2/NCAPG/KIFC1/KIF2C/SPC24/CDC6/CENPK/MYBL2/CDCA5/SMC2/MAD2L1/CENPI/NEK2/KIF18B/PLK1/NCAPG2/SPAG5/UBE2C/TPX2/KIF14/ZWINT/BCL7A/KNL1/NCAPH/SPDL1/NUSAP1/RMI2/CCNB1/TRIP13/NUF2/KIF11/ESPL1/BUB1/KIF4A/CDK1/KIF4B/BIRC5/CENPE/CENPF/TOP2A/CDC20/SPC25/DLGAP5"
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation",42,-0.733376627756757,-2.72403567652968,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=62%, list=11%, signal=55%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation",42,-0.733376627756757,-2.72403567652968,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=62%, list=11%, signal=55%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition",42,-0.733376627756757,-2.72403567652968,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=62%, list=11%, signal=55%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation",42,-0.733376627756757,-2.72403567652968,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=62%, list=11%, signal=55%","GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0000280","GO:0000280","nuclear division",272,-0.537784744351455,-2.72083130305119,1e-10,7.58305084745763e-09,6.45495093666369e-09,1298,"tags=39%, list=14%, signal=34%","KIF2A/RAD1/RAN/CCNE1/MAD2L2/SMC3/KIF22/PSMC3IP/NCAPH2/CHEK2/MIS12/NCAPD3/GEN1/CDK5RAP2/HASPIN/CTDP1/ANLN/UBE2S/TDRD9/KIF23/DSN1/AURKB/RACGAP1/ING2/RAD51D/NDC1/ANAPC15/CDC25B/INCENP/FANCA/ZWILCH/CDCA8/SMC1A/MYBL1/BUB1B/KNTC1/NDC80/TTK/RAD51C/KIF18A/PRC1/FANCD2/CDC25C/NCAPD2/RAD54B/NCAPG/KIFC1/KIF2C/RANBP1/SPC24/CENPK/MYBL2/PDXP/CDCA5/SMC2/RAD54L/MAD2L1/CDCA2/CENPI/NEK2/DMC1/MND1/CCNB2/RAD51/KIF18B/PLK1/NCAPG2/CHEK1/EME1/CENPS/SPAG5/UBE2C/TPX2/KIF14/CCNE2/ZWINT/KNL1/NCAPH/SPDL1/BRIP1/NUSAP1/CCNB1/SGO1/RAD51AP1/TRIP13/PTTG1/NUF2/PTTG2/KIF11/ESPL1/BUB1/KIF4A/CDK1/EREG/KIF4B/BIRC5/CENPE/MKI67/CENPF/TOP2A/ASPM/CDC20/SPC25/PTTG3P/DLGAP5"
"GO:0051784","GO:0051784","negative regulation of nuclear division",47,-0.718732919848814,-2.71938318792631,1e-10,7.58305084745763e-09,6.45495093666369e-09,1283,"tags=62%, list=14%, signal=53%","RAD1/MAD2L2/GEN1/CDK5RAP2/HASPIN/AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/MAD2L1/PLK1/CHEK1/ZWINT/KNL1/SPDL1/CCNB1/TRIP13/NUF2/BUB1/BIRC5/CENPF/CDC20/SPC25"
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle",79,-0.641938728014655,-2.69693761507943,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=43%, list=11%, signal=39%","GEN1/CDK5RAP2/HASPIN/PHF10/AURKB/ANAPC15/INCENP/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/CDC6/MAD2L1/PLK1/UBE2C/ZWINT/BCL7A/KNL1/SPDL1/CCNB1/TRIP13/NUF2/ESPL1/BUB1/BIRC5/CENPE/CENPF/CDC20/SPC25/DLGAP5"
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",78,-0.642984925858294,-2.69391047355722,1e-10,7.58305084745763e-09,6.45495093666369e-09,1049,"tags=44%, list=11%, signal=39%","GEN1/CDK5RAP2/HASPIN/PHF10/AURKB/ANAPC15/INCENP/ZWILCH/ACTL6A/CDCA8/BUB1B/KNTC1/NDC80/TTK/SPC24/CDC6/MAD2L1/PLK1/UBE2C/ZWINT/BCL7A/KNL1/SPDL1/CCNB1/TRIP13/NUF2/ESPL1/BUB1/BIRC5/CENPE/CENPF/CDC20/SPC25/DLGAP5"
"GO:0006260","GO:0006260","DNA replication",218,-0.54517381388972,-2.69050853593845,1e-10,7.58305084745763e-09,6.45495093666369e-09,1616,"tags=44%, list=17%, signal=38%","JADE1/PTMS/POLE3/PARP1/SET/UCHL5/CENPX/THOC1/NFIC/CCDC88A/RECQL/RBBP7/DONSON/DSCC1/BRCA2/INO80C/CCNE1/DHX9/SMC3/CHRAC1/CHAF1B/TONSL/WRN/TOPBP1/GEN1/FAF1/ZMPSTE24/PRIM2/RFC4/ATAD5/RRM2/TRAIP/POLA2/LIG1/MCM5/MMS22L/SUPT16H/SSRP1/DUT/POLD2/ORC6/CHAF1A/DTL/CDK2/POLE/CDC7/WDHD1/RECQL4/ACTL6A/POLA1/MCM7/GINS4/DDX11/TK1/PRIM1/MCM2/RFC5/NUCKS1/GINS2/POLE2/RBBP8/MCM10/RPA3/NASP/MCM3/MCM4/CHTF18/RRM1/CDC6/TIPIN/CDC45/ALYREF/TIMELESS/RFC3/ESCO2/BRCA1/MCM8/PCLAF/RAD51/CHEK1/EME1/CENPS/CCNE2/PCNA/E2F8/POLQ/RMI2/GMNN/ORC1/FEN1/MCM6/GINS1/CCNA2/CDK1/EREG/E2F7/FAM111B"
"GO:0034508","GO:0034508","centromere complex assembly",22,-0.85270117697339,-2.68650570303457,1e-10,7.58305084745763e-09,6.45495093666369e-09,655,"tags=77%, list=7%, signal=72%","CENPO/CENPN/KNTC1/MIS18A/HJURP/CENPP/OIP5/CENPW/NASP/CENPK/ITGB3BP/CENPI/CENPH/CENPE/CENPA/CENPF/DLGAP5"
"GO:0051276","GO:0051276","chromosome organization",430,-0.501724565969589,-2.68227231256671,1e-10,7.58305084745763e-09,6.45495093666369e-09,1439,"tags=37%, list=15%, signal=33%","NHP2/MSH2/EZH2/STAG1/ARID2/RECQL/DSCC1/HSP90AA1/HNRNPA1/BRCA2/KIF2A/RAN/SMARCB1/INO80C/CCNE1/DHX9/NOP10/MAD2L2/SMC3/GAR1/HMGA2/CCT6A/PDS5B/KIF22/PSMC3IP/NCAPH2/NAA50/CHEK2/MIS12/NCAPD3/WRN/PRKDC/GEN1/CDK5RAP2/ABL1/HAT1/ZMPSTE24/RFC4/HASPIN/NUP107/WRAP53/PHF10/MCM5/KIF23/DSN1/AURKB/RACGAP1/HNRNPA2B1/CENPO/CDK2/RAD51D/NDC1/GNL3/ANAPC15/INCENP/CENPN/ZWILCH/RECQL4/ACTL6A/CDCA8/SMC1A/BUB1B/MCM7/FBXO4/KNTC1/NDC80/MCMDC2/TTK/RAD51C/KIF18A/GINS4/PRC1/NUP155/FANCD2/MIS18A/DDX11/NCAPD2/MCM2/HJURP/RFC5/RAD54B/NCAPG/CENPP/SGO2/GINS2/KIFC1/KIF2C/OIP5/HMGB1/CENPW/RPA3/SPC24/NASP/MCM3/MCM4/CHTF18/CDC6/CENPK/DDX12P/MYBL2/ITGB3BP/CDCA5/CDC45/HMGB2/SMC2/RFC3/RAD54L/MAD2L1/CENPI/ESCO2/NEK2/DMC1/MND1/MCM8/RAD51/CENPH/KIF18B/PLK1/NCAPG2/SPAG5/UBE2C/TPX2/HMGB3/KIF14/CCNE2/ZWINT/BCL7A/PCNA/KNL1/NCAPH/POLQ/SPDL1/BRIP1/NUSAP1/RMI2/CCNB1/SGO1/TRIP13/FEN1/PTTG1/NUF2/PTTG2/KIF11/ESPL1/MCM6/GINS1/BUB1/KIF4A/CDK1/KIF4B/BIRC5/CENPE/CENPA/CENPF/TOP2A/EXO1/CDC20/SPC25/PTTG3P/DLGAP5"
"GO:0007127","GO:0007127","meiosis I",65,-0.659934991278509,-2.68165384908999,1e-10,7.58305084745763e-09,6.45495093666369e-09,767,"tags=42%, list=8%, signal=38%","TDRD9/ING2/RAD51D/NDC1/CDC25B/MYBL1/NDC80/RAD51C/FANCD2/RAD54B/RAD54L/DMC1/MND1/CCNB2/RAD51/PLK1/EME1/CENPS/CCNE2/BRIP1/RAD51AP1/TRIP13/PTTG1/PTTG2/ESPL1/TOP2A/PTTG3P"
"GO:0007088","GO:0007088","regulation of mitotic nuclear division",79,-0.628877126555412,-2.64206271386019,1e-10,7.58305084745763e-09,6.45495093666369e-09,707,"tags=43%, list=8%, signal=40%","AURKB/ANAPC15/INCENP/ZWILCH/CDCA8/BUB1B/KNTC1/NDC80/TTK/CDC25C/SPC24/PDXP/MAD2L1/CDCA2/NEK2/PLK1/CHEK1/UBE2C/ZWINT/KNL1/SPDL1/NUSAP1/CCNB1/TRIP13/NUF2/ESPL1/BUB1/EREG/BIRC5/MKI67/CENPF/CDC20/SPC25/DLGAP5"
