logFC	AveExpr	t	P.Value	adj.P.Val	B	group	gene
ESRRG	2.06433302162664	4.60108702590454	8.88562929922711	0.00154300810444495	0.410062976023492	-0.482189436248384	up	ESRRG
LRP5L	-1.74616034918295	4.1630233936274	-8.71691144998988	0.00164703307000449	0.413348690601476	-0.525914560692122	down	LRP5L
ATXN7L1	1.54879539270549	5.32118427497959	8.66223465973697	0.00168265040262191	0.413348690601476	-0.540415497936388	up	ATXN7L1
CRNN	-2.22754708367913	5.09138496649411	-8.60353470529205	0.00172198688592081	0.413348690601476	-0.556167936710389	down	CRNN
CYP2F1	-1.95372763600713	4.82444504226562	-8.60269323142624	0.00172255924252028	0.413348690601476	-0.556395152878942	down	CYP2F1
CDC42EP1	2.01187363759997	5.44750987681287	8.55148082566176	0.00175785349586152	0.413348690601476	-0.570298911880669	up	CDC42EP1
GJA1	-2.41218534795656	3.34550675942174	-8.50175050678978	0.00179301153920507	0.413348690601476	-0.58394329935895	down	GJA1
MS4A5	2.66590590113246	4.06713056650691	8.49574375097183	0.00179731849747276	0.413348690601476	-0.585600981149208	up	MS4A5
HLA-DRA	-2.1811561830587	4.36202023664602	-8.42508668852201	0.00184898284866804	0.416640733132314	-0.605257519077912	down	HLA-DRA
PTK6	2.43935236124538	4.12939228243297	8.34426121954688	0.00191042193030697	0.416640733132314	-0.628103217020676	up	PTK6
PLXNB1	-1.72702174667359	4.82763533365242	-8.31566834906968	0.00193277716921006	0.416640733132314	-0.636278599396777	down	PLXNB1
RGS1	1.90247080450249	6.28618504495035	8.29268372258144	0.00195098930139724	0.416640733132314	-0.642886264648842	up	RGS1
ASCL3	-2.1440850324268	5.07499617353026	-8.17389933125616	0.00204866802386084	0.420999604494171	-0.67755069605622	down	ASCL3
GIPR	2.12461184885411	4.71930782336548	8.14969509338735	0.00206932903283483	0.420999604494171	-0.684721682615172	up	GIPR
IFIT1	3.33620591212708	4.56043357429745	8.14077373794752	0.00207701117695093	0.420999604494171	-0.687374112696217	up	IFIT1
TMEM35	2.63772606387419	3.74252633329915	8.06249220387694	0.00214599871052094	0.427733309651999	-0.71086506399929	up	TMEM35
SGK1	1.45060397738588	8.99840212439589	7.92215311936448	0.00227713335083339	0.435549491913082	-0.753972104154065	up	SGK1
SLC7A11	1.64212597112608	8.61489386530674	7.91086597317657	0.00228811728472012	0.435549491913082	-0.757495616694032	up	SLC7A11
RHD	1.74452523819227	5.85961778259844	7.80164375160385	0.00239796327978133	0.435549491913082	-0.792035886219836	up	RHD
PPP1R15A	1.29178894938338	9.2771633275854	7.78888669726686	0.00241122630919026	0.435549491913082	-0.796123284579766	up	PPP1R15A
CD209	1.63783897276745	5.8850955391434	7.70080696556689	0.00250538892321763	0.435549491913082	-0.824652975649071	up	CD209
IL10	3.07947688481341	4.58208278401269	7.69585046885315	0.00251082536161602	0.435549491913082	-0.826274593745728	up	IL10
HHIPL2	2.16880228079467	5.42202809221513	7.66715285460323	0.00254259797470845	0.435549491913082	-0.835697819377449	up	HHIPL2
FZD4	-2.29167467274632	5.61063276865814	-7.6592628201083	0.00255142279820123	0.435549491913082	-0.838298877246985	down	FZD4
DIAPH3	2.68718149531026	3.03847335017105	7.65322766238671	0.00255819924813515	0.435549491913082	-0.840291448822497	up	DIAPH3
CLDN8	-1.73285495010036	3.90872579056111	-7.65241487767849	0.00255911361153036	0.435549491913082	-0.840559997231136	down	CLDN8
SEMA5A	2.06005733057338	5.21117704844253	7.59670222753122	0.00262279046958952	0.435549491913082	-0.859080884500464	up	SEMA5A
LRFN3	-1.60044826589668	6.64983581590258	-7.56212843617612	0.00266331995872948	0.435549491913082	-0.870687467204775	down	LRFN3
CA7	1.5135962669752	6.19435356060461	7.55603751976404	0.00267054227084019	0.435549491913082	-0.872741257266821	up	CA7
NKAIN1	1.72972747208667	5.65059672968174	7.53441612862585	0.0026963814743474	0.435549491913082	-0.880053740557845	up	NKAIN1
FCAR	1.41400884495121	9.858036387748	7.47351665490461	0.00277088652205974	0.435549491913082	-0.900836125782298	up	FCAR
RGCC	1.55134505781241	9.04642285724571	7.45180078399852	0.00279808480587432	0.435549491913082	-0.908313753618709	up	RGCC
ACTA1	1.22651986741994	4.83120897767532	7.44683051235391	0.00280435746110104	0.435549491913082	-0.910030198848831	up	ACTA1
GSTM5	2.45278019923239	5.09751468021568	7.39532037977794	0.00287042772992159	0.440095451565799	-0.927928913344742	up	GSTM5
CYP19A1	-2.54368942648909	5.02708533718496	-7.35393909226904	0.00292494234190302	0.442777031225547	-0.942454737303061	down	CYP19A1
PTX3	1.22078534308626	8.64725623371362	7.2955310639152	0.0030041431299229	0.44908184613435	-0.96318265650666	up	PTX3
IL7R	1.51452229248837	8.58240980134665	7.22940713200492	0.0030971193947811	0.457264825212188	-0.986971675860215	up	IL7R
KIAA0319	-2.06457401331485	5.05518284074029	-7.18301702564429	0.00316453391014909	0.46109077236832	-1.00386885015636	down	KIAA0319
TREM1	1.37989825440709	7.20726304079145	7.15901469121857	0.00320014500431228	0.46109077236832	-1.01267950047456	up	TREM1
UPK1A	1.47416777410012	4.25707045299158	7.02980468285806	0.00340082784162517	0.481887267706965	-1.06092001285242	up	UPK1A
BRSK2	2.056153387059	3.61575092209989	7.01485150979107	0.00342507047036475	0.481887267706965	-1.06659235029167	up	BRSK2
GPR25	-1.49014508113008	2.52238647623917	-6.99010338407539	0.00346567621254707	0.481930486347098	-1.0760217297241	down	GPR25
C3	1.42536234628219	6.84786807419107	6.96114423513269	0.00351396894174257	0.482678000946151	-1.08712152996918	up	C3
ZNF639	2.47496017264071	4.80396754768963	6.93882377043825	0.00355177390110054	0.482678000946151	-1.09572564019982	up	ZNF639
C11orf80	1.88019546877102	5.4325753477019	6.85308294609119	0.00370187672561724	0.497424087209625	-1.12917732463799	up	C11orf80
SIPA1	-1.43512637687289	7.49220461995426	-6.77753652446757	0.00384084843471325	0.499152289525012	-1.15918645462903	down	SIPA1
S100A2	1.60607078579368	7.06812244546386	6.71901683898997	0.00395306428875241	0.499152289525012	-1.18278302930636	up	S100A2
GLDC	2.18462792137588	4.30772010523867	6.71364719878864	0.00396356765492109	0.499152289525012	-1.18496373147563	up	GLDC
CELA3B	2.3118013564359	4.83686771644751	6.68766769699747	0.00401488707327047	0.499152289525012	-1.19555160799415	up	CELA3B
OBSL1	-1.52124527114792	4.92347554776665	-6.66047673703806	0.00406950363012125	0.499152289525012	-1.20669950990579	down	OBSL1
EXTL1	-1.87537210534341	4.19939566444801	-6.65613524731914	0.00407831092521411	0.499152289525012	-1.20848576726863	down	EXTL1
STON1	-2.37792058555124	4.57600126753228	-6.65120278266838	0.00408834638143452	0.499152289525012	-1.21051728946315	down	STON1
CPA3	2.52462887438891	4.82352237537897	6.62850796650773	0.00413492535065627	0.499152289525012	-1.21989361571136	up	CPA3
PCSK1N	1.50278873012031	6.51302943928956	6.59614880896982	0.00420250707303497	0.499152289525012	-1.23334576979935	up	PCSK1N
NUAK1	1.41020191136045	5.55077431450268	6.58261169430623	0.00423119353897226	0.499152289525012	-1.23900246384435	up	NUAK1
FTH1	1.10619774731425	13.0312035611116	6.58005858354655	0.00423663156629024	0.499152289525012	-1.24007125481191	up	FTH1
GPR183	1.27736891642745	10.530260874258	6.54571238363862	0.0043106544465375	0.499152289525012	-1.2545092887664	up	GPR183
CCR7	2.95170644015753	4.32519973682741	6.52396753363117	0.00435836574822128	0.499152289525012	-1.26370808593934	up	CCR7
RYR1	-1.5948428918414	3.37692944590376	-6.49202299571824	0.00442967460557873	0.499152289525012	-1.27730382232314	down	RYR1
ADH1B	1.28493591803943	5.6026180352498	6.48621573942078	0.00444279606560421	0.499152289525012	-1.27978596906296	up	ADH1B
FAM63A	-2.50290463913329	6.42266142030332	-6.46037660442542	0.00450177884644529	0.499152289525012	-1.29086975145439	down	FAM63A
VWA5A	1.16049763645283	7.85129116397301	6.45113397826517	0.00452311712541708	0.499152289525012	-1.29485015610005	up	VWA5A
NPPC	2.01051859525476	3.58384408332104	6.4497629337086	0.00452629331297823	0.499152289525012	-1.29544131553673	up	NPPC
PCDH9	2.45457591537892	4.63498900915251	6.41379966343911	0.00461062284091357	0.499152289525012	-1.31101344825119	up	PCDH9
GZMM	1.52878087712929	4.78555008551713	6.39539402144801	0.00465455040890897	0.499152289525012	-1.31903230488476	up	GZMM
EBLN2	-2.79337865424113	4.49914710430677	-6.39369938821218	0.00465862142669414	0.499152289525012	-1.31977229494052	down	EBLN2
ZSCAN2	1.56532067504363	5.12547587039357	6.37708852121008	0.0046987649615959	0.499152289525012	-1.32704077789709	up	ZSCAN2
PKIA	3.21794732364017	4.97617072451865	6.36216819460582	0.00473519635583825	0.499152289525012	-1.33359290630717	up	PKIA
PCDHB8	-2.55002602236866	3.23250858900516	-6.34058685933041	0.0047885261235372	0.499152289525012	-1.34310948988982	down	PCDHB8
BMP3	-2.42872263503146	5.48148612051674	-6.33785818021822	0.00479532291784455	0.499152289525012	-1.34431606144231	down	BMP3
DSG1	2.72572741723277	4.1741618691373	6.31694198448248	0.00484782947277888	0.499152289525012	-1.35358969214619	up	DSG1
PXDN	-1.56832146100856	4.27050270582653	-6.30239457547059	0.0048847770895866	0.499152289525012	-1.3600656231815	down	PXDN
CRISPLD2	-1.53743949044119	5.40483791685419	-6.28784508450348	0.00492208655278037	0.499152289525012	-1.36656393747768	down	CRISPLD2
DPYSL3	2.2083609908911	4.53539391911956	6.28665334584942	0.00492515847177452	0.499152289525012	-1.36709716315437	up	DPYSL3
CYP26A1	-2.81134589827534	4.83113941965405	-6.25073368793637	0.00501889517015552	0.504377876805798	-1.38323692202571	down	CYP26A1
EMP1	3.38689956978367	6.68868793318729	6.2321269065792	0.00506833811166372	0.50510212897822	-1.39164953502357	up	EMP1
TLR7	-2.18305526816427	3.37241893017385	-6.17427231287072	0.00522605449840965	0.513470124489443	-1.41803623133304	down	TLR7
PAOX	1.03566513716565	5.3327054096528	6.14809873115512	0.00529944078782901	0.513470124489443	-1.43008857789888	up	PAOX
TACR2	1.21544770035121	3.54968641132541	6.11842400933508	0.0053842246170929	0.513470124489443	-1.44384058333565	up	TACR2
IFNA10	-1.99583405733769	4.89996436204222	-6.07185563840062	0.00552075754083831	0.513470124489443	-1.46561057504975	down	IFNA10
PROZ	2.20102311566036	5.10118803092717	6.06463403759284	0.00554232009408633	0.513470124489443	-1.46900739467773	up	PROZ
MC3R	1.36501340493133	4.18363933439781	6.05919805497891	0.00555862121689501	0.513470124489443	-1.47156802340901	up	MC3R
TONSL	-1.59921554344045	3.97438615713623	-6.05878958561759	0.00555984855442803	0.513470124489443	-1.47176056242428	down	TONSL
ZNF175	-1.17575927881141	7.25811653876205	-6.05326791959534	0.00557647323748613	0.513470124489443	-1.47436506297201	down	ZNF175
ADM	0.997193359023957	7.25874656951239	6.05236614665337	0.0055791942592454	0.513470124489443	-1.47479073105173	up	ADM
NPC1	0.979890021248714	9.73918781841714	6.05114786934061	0.00558287296655321	0.513470124489443	-1.4753659398649	up	NPC1
HGFAC	-1.04870380122592	3.56955213188496	-6.0215518541008	0.00567318881367326	0.513470124489443	-1.48938914252648	down	HGFAC
CRTAM	1.93705149179605	5.32365076549367	6.01284074375594	0.00570012240091668	0.513470124489443	-1.49353480749296	up	CRTAM
SORCS3	2.35340576128071	3.11857309674054	6.00950739737183	0.00571047132344644	0.513470124489443	-1.49512335815409	up	SORCS3
THBS2	-1.51797102229958	5.2692152469623	-5.9828806160363	0.00579399528971048	0.513979273779651	-1.50785642497517	down	THBS2
FOXP3	-1.71844499283836	5.83762565202422	-5.98032563816645	0.00580209063970674	0.513979273779651	-1.50908232643352	down	FOXP3
KLF11	2.42960186593507	2.87573489252292	5.96067461031085	0.00586483342349567	0.515717227291064	-1.51853515075449	up	KLF11
SULT1C2	2.75339739613772	5.19917381051136	5.90112215994659	0.00606027458550479	0.524392783212601	-1.5474441119047	up	SULT1C2
HESX1	-1.61424045066686	4.5034246981836	-5.84765563295514	0.0062427868989268	0.524392783212601	-1.57373849238948	down	HESX1
CFTR	2.37394722491593	4.84788157071517	5.84739120446349	0.00624370663882159	0.524392783212601	-1.57386934274999	up	CFTR
CD96	-2.11936932262329	3.98492863201742	-5.84649141386994	0.00624683758603418	0.524392783212601	-1.57431465681047	down	CD96
CA2	1.86852378631565	3.23202904988208	5.83720414975138	0.00627926982036314	0.524392783212601	-1.57891640519601	up	CA2
NR1I2	1.71068600711486	5.4228559478172	5.82456510145865	0.00632374855873321	0.524392783212601	-1.58519478419227	up	NR1I2
DRD4	1.79515494574914	4.63866613451195	5.81840955686648	0.00634555462514892	0.524392783212601	-1.58825915243874	up	DRD4
OR1A1	2.06266844444184	4.35101486089401	5.81504464464896	0.00635751491230664	0.524392783212601	-1.58993612196475	up	OR1A1
TMEM257	-0.960118532414346	2.50968428225248	-5.79366952584892	0.00643415795356992	0.524392783212601	-1.60061929495006	down	TMEM257
LRRC36	-2.56907204718834	4.37389849480586	-5.79350986983044	0.00643473478666417	0.524392783212601	-1.60069928870027	down	LRRC36
MAFK	1.16214849656471	5.57348422801977	5.78825352403089	0.00645376226561555	0.524392783212601	-1.60333456572238	up	MAFK
MAGEL2	2.31806294547225	3.97319282485726	5.75763441468593	0.00656602093551222	0.524392783212601	-1.61874926892709	up	MAGEL2
MTUS2	2.28761530916844	3.47262809644977	5.74870464463699	0.00659922258570557	0.524392783212601	-1.62326539974004	up	MTUS2
C19orf73	-1.7341973378342	5.19254408558821	-5.74484284510931	0.00661364657706539	0.524392783212601	-1.62522135087365	down	C19orf73
CCL2	0.973747981686097	13.229495040994	5.74281629162869	0.00662123173050446	0.524392783212601	-1.62624847268695	up	CCL2
DNASE2B	-2.84648096180797	3.68994512667188	-5.7121629157712	0.00673731137448295	0.526047838723979	-1.64184343406428	down	DNASE2B
NMU	1.78228097163427	3.91749908361948	5.70909310106382	0.00674907698730015	0.526047838723979	-1.64341130893022	up	NMU
NOV	1.05938766624447	9.97692741375491	5.68402951463565	0.00684611216734299	0.526047838723979	-1.65625403222573	up	NOV
MAPRE3	0.91722866161844	5.34689051076255	5.68056689239501	0.00685965566879796	0.526047838723979	-1.65803416602663	up	MAPRE3
FAIM	-1.65745933354562	4.78939442098933	-5.67995122136216	0.00686206730002013	0.526047838723979	-1.6583508319565	down	FAIM
MFSD6	1.01219636976305	6.75333776755486	5.62514830238679	0.00708107865034346	0.531095704900468	-1.68672007052485	up	MFSD6
HIST1H1B	1.24121782047627	3.9236601347672	5.623033792588	0.00708970397852452	0.531095704900468	-1.68782190427513	up	HIST1H1B
RS1	1.18551147129513	5.48317780277602	5.62030886073904	0.0071008387966919	0.531095704900468	-1.68924261534896	up	RS1
NAP1L3	-2.24403792777616	2.74533537561147	-5.61915672154865	0.00710555337269629	0.531095704900468	-1.68984358197009	down	NAP1L3
VGLL3	1.02607958890479	4.07755903858614	5.57953610614456	0.0072701060520216	0.534184460205699	-1.71060813635992	up	VGLL3
FGD2	-2.24612594502075	4.88973245379297	-5.57181619199151	0.00730272470023879	0.534184460205699	-1.71467630341139	down	FGD2
SYN2	1.20294620140794	6.73330026696706	5.56788756059769	0.00731939488404851	0.534184460205699	-1.71674937828419	up	SYN2
MAGEB3	2.3684962881806	4.37384885393104	5.5403974090554	0.00743739213990651	0.534184460205699	-1.73130854555016	up	MAGEB3
ENTPD3	2.688086927001	4.48559408602851	5.53064191650903	0.00747984068934044	0.534184460205699	-1.73649759142873	up	ENTPD3
NPTX2	-1.93889071701518	4.76906556082425	-5.52950228839777	0.00748481934781429	0.534184460205699	-1.73710453924095	down	NPTX2
CXorf56	0.955176301331653	7.00842594864834	5.52934429294788	0.0074855099066265	0.534184460205699	-1.73718869779879	up	CXorf56
S100A10	0.973114520180699	10.7878437611713	5.52507008079867	0.00750422186759407	0.534184460205699	-1.73946659207038	up	S100A10
AFF2	1.20831210091084	7.49039482755448	5.47480709147248	0.00772874340044329	0.537775494467566	-1.76642429221686	up	AFF2
SLC22A11	-1.20052946953597	3.20619528116681	-5.46938450374325	0.00775346762926376	0.537775494467566	-1.76935149345572	down	SLC22A11
COL6A3	1.37505398699305	4.5430934506194	5.45800784307262	0.00780566335974906	0.537775494467566	-1.77550482397576	up	COL6A3
SPARC	-2.09537256365591	4.55657888056899	-5.445929795266	0.0078615613530105	0.537775494467566	-1.78205538204604	down	SPARC
PLIN2	0.94848560957915	11.2410446831001	5.43968024027489	0.00789068225044634	0.537775494467566	-1.78545208509241	up	PLIN2
PLEKHA5	-2.86169464555526	4.22125474674746	-5.41447282176824	0.00800952602630066	0.537775494467566	-1.79920292117396	down	PLEKHA5
MT1M	1.06332349250893	2.92276905464028	5.41327623739644	0.00801522322194767	0.537775494467566	-1.79985767757593	up	MT1M
CCDC181	2.41381158450721	3.82989891706684	5.40429680872872	0.00805813911261613	0.537775494467566	-1.8047769441474	up	CCDC181
KLF8	-1.24178299977292	3.37113902625274	-5.40027269360107	0.00807746547589418	0.537775494467566	-1.80698484894312	down	KLF8
GLT8D2	-2.09069860648246	5.12023461009309	-5.39637781959535	0.00809622663850179	0.537775494467566	-1.80912381719414	down	GLT8D2
MUC6	1.26487220348018	5.80130646069471	5.39058347847218	0.00812423874949513	0.537775494467566	-1.81230952300606	up	MUC6
C18orf25	0.95459828175163	7.26823601471104	5.38220733164953	0.0081649479212494	0.537775494467566	-1.81692231232052	up	C18orf25
SHOX	0.973919944528375	3.11221180821021	5.38206496005043	0.00816564207829589	0.537775494467566	-1.81700079505279	up	SHOX
SUSD4	2.12275968547902	4.76381221922534	5.3703823345152	0.00822285625024675	0.537775494467566	-1.82344976558076	up	SUSD4
TBC1D12	-3.02840519284544	3.65240404719892	-5.36909477075498	0.0082291926990187	0.537775494467566	-1.82416159457666	down	TBC1D12
VSNL1	1.29545763205677	6.40530256677014	5.34701212222092	0.00833882825701848	0.541129733988508	-1.83640332759259	up	VSNL1
TMCC2	0.910221409057146	6.74708829526558	5.33398379444281	0.00840437213034565	0.541129733988508	-1.84365536247353	up	TMCC2
CEMIP	-1.47938577600301	3.94672574086868	-5.31894805102299	0.00848082137946964	0.541129733988508	-1.85205226740192	down	CEMIP
ATP8B3	2.27535267712357	4.6944401120936	5.31465018149584	0.00850283423333368	0.541129733988508	-1.85445789243696	up	ATP8B3
RIPPLY3	-1.00521090402491	5.24103532879352	-5.31388440047767	0.00850676394262392	0.541129733988508	-1.854886772784	down	RIPPLY3
DEFB126	1.14737054888263	5.19033749475721	5.2827464368076	0.0086685023208222	0.545808413963115	-1.87239094015832	up	DEFB126
SCN4A	-0.92465539337941	4.21447372034122	-5.28052040976216	0.00868021213413662	0.545808413963115	-1.87364718401942	down	SCN4A
CST1	-1.96531575828114	3.62891171435813	-5.27001495383583	0.00873574388808348	0.545808413963115	-1.8795847005761	down	CST1
GPR15	-1.76421097071432	5.98875555080175	-5.26454248933751	0.00876484796097382	0.545808413963115	-1.88268343252801	down	GPR15
SATB1	-0.84991133617735	11.2218373051002	-5.25637448711209	0.00880851441549303	0.545808413963115	-1.88731587019	down	SATB1
NPR3	-1.13606617477732	5.00134688311221	-5.21954012577794	0.00900885848234457	0.554780032717724	-1.90831658337613	down	NPR3
ATP7A	-0.855654380058083	6.6429809473655	-5.21155641493617	0.00905303390848137	0.554780032717724	-1.91289232713038	down	ATP7A
CCDC7	-1.81035408152594	5.06569718880169	-5.20446985028482	0.0090924731509887	0.554780032717724	-1.91696105482685	down	CCDC7
XCR1	1.15308445515921	4.48396837320976	5.1941645672519	0.009150211149203	0.555468909306186	-1.92288985721492	up	XCR1
RIT1	0.860780376261467	8.98609980293101	5.16173031755741	0.00933495954741219	0.559167921847942	-1.94164347983856	up	RIT1
F2	1.50802836414628	4.09422829126406	5.15716258488345	0.0093613522476256	0.559167921847942	-1.94429602665786	up	F2
MMP12	-1.72762330500926	3.80044543353486	-5.14801674282369	0.00941447946775568	0.559167921847942	-1.94961568641431	down	MMP12
DUSP13	-1.28008610815952	6.34763122095266	-5.14575437000043	0.00942767963833556	0.559167921847942	-1.95093335057275	down	DUSP13
GRIK4	1.80814833557262	4.76436662484487	5.13840022209541	0.00947074921601832	0.559167921847942	-1.95522142514008	up	GRIK4
PLA2G2A	2.27061067750701	5.02898594576223	5.13024112890722	0.00951882205212041	0.559167921847942	-1.95998750576388	up	PLA2G2A
MTUS1	1.1644122013409	7.11336479567125	5.10723679893565	0.00965601906078514	0.559167921847942	-1.97347452136495	up	MTUS1
TMEM180	0.834823888060399	6.43379879834464	5.10189347714211	0.00968824052882928	0.559167921847942	-1.97661763709184	up	TMEM180
TSC22D3	0.932129942871477	8.98304965283696	5.0980027081203	0.00971178759620439	0.559167921847942	-1.97890879326979	up	TSC22D3
RASIP1	-1.18611775075887	4.45508315737631	-5.09402397229327	0.0097359412731898	0.559167921847942	-1.9812539134635	down	RASIP1
CLIC3	2.11923247658078	3.81100449095126	5.08641431573789	0.00978234722327601	0.559167921847942	-1.98574524679675	up	CLIC3
CYTIP	0.875319221314463	8.83162756438561	5.08344201037716	0.00980054849368925	0.559167921847942	-1.98750172424948	up	CYTIP
CNTLN	-2.20540241362079	4.52090485940889	-5.08043803581982	0.00981898683736664	0.559167921847942	-1.98927816127178	down	CNTLN
SULT4A1	1.77919664909652	4.75926592150843	5.05939044758076	0.0099494034137765	0.561949390931831	-2.001760087289	up	SULT4A1
BRDT	-1.71219548970686	2.98446600131257	-5.04598980020418	0.0100335693796941	0.561949390931831	-2.00973929942723	down	BRDT
ZNF257	-1.96231236672509	3.92825816490961	-5.03760922041511	0.0100866592201719	0.561949390931831	-2.01474215801284	down	ZNF257
SORBS2	-1.03295621066435	3.8700359301994	-5.01337317268346	0.0102421842142613	0.561949390931831	-2.02926558395284	down	SORBS2
SH2D3C	-1.19612831812662	4.77791547030069	-5.010898249894	0.0102582345318593	0.561949390931831	-2.03075333453608	down	SH2D3C
NGFRAP1	-1.3347973443034	4.82293794924798	-5.0086674337941	0.0102727287757808	0.561949390931831	-2.03209508632265	down	NGFRAP1
